0 borderMode 0
0 pixelIntensity 0
0.17 bodyWeight 0
0.8 particlePositions 106
1.8 borderMode 0
1.8 particleDamping 0.8
1.8 bodyWeight 3
1.8 pixelIntensity 1
1.8 bodyX 0
1.8 bodyY 0.25
3.05 borderMode 1
3.05 bodyWeight 0
3.83073 bodyX 0.889583
3.83077 bodyY 0.301042
3.86005 bodyWeight 2.5
4.78535 bodyX 0.889583
4.78536 bodyY 0.298958
4.81399 bodyX 0.889583
4.81401 bodyY 0.297917
4.92429 bodyX 0.8875
4.9243 bodyY 0.297917
4.95111 bodyX 0.88125
4.95112 bodyY 0.3
4.95113 bodyX 0.869792
4.95113 bodyY 0.302083
4.95113 bodyX 0.851042
4.95113 bodyY 0.308333
4.97944 bodyX 0.83125
4.97945 bodyY 0.314583
4.97946 bodyX 0.810417
4.97946 bodyY 0.320833
4.97946 bodyX 0.80625
4.97947 bodyY 0.325
4.97947 bodyX 0.805208
4.97947 bodyY 0.326042
5.08907 bodyWeight 0
5.14719 bodyX 0.804167
5.14721 bodyY 0.326042
5.17769 bodyX 0.802083
5.1777 bodyY 0.323958
5.17771 bodyX 0.801042
5.17771 bodyY 0.322917
5.20503 bodyX 0.798958
5.20508 bodyY 0.321875
5.20508 bodyX 0.797917
5.20508 bodyY 0.321875
5.23412 bodyX 0.796875
5.23413 bodyY 0.321875
5.23414 bodyX 0.79375
5.23414 bodyY 0.321875
5.2647 bodyX 0.789583
5.26471 bodyY 0.321875
5.26472 bodyX 0.783333
5.26472 bodyY 0.321875
5.26472 bodyX 0.773958
5.26472 bodyY 0.321875
5.26473 bodyX 0.763542
5.26473 bodyY 0.321875
5.29202 bodyX 0.752083
5.29203 bodyY 0.321875
5.29204 bodyX 0.735417
5.29204 bodyY 0.322917
5.29204 bodyX 0.717708
5.29204 bodyY 0.322917
5.29204 bodyX 0.702083
5.29205 bodyY 0.322917
5.32172 bodyX 0.69375
5.32173 bodyY 0.322917
5.32174 bodyX 0.692708
5.32174 bodyY 0.322917
5.37654 bodyX 0.690625
5.37655 bodyY 0.322917
5.40467 bodyX 0.6875
5.40468 bodyY 0.322917
5.40468 bodyX 0.684375
5.40468 bodyY 0.322917
5.40472 bodyX 0.683333
5.40472 bodyY 0.322917
5.43464 bodyX 0.682292
5.43465 bodyY 0.322917
5.46253 bodyX 0.680208
5.46254 bodyY 0.326042
5.46255 bodyX 0.679167
5.46255 bodyY 0.327083
5.46257 bodyWeight 2.5
5.49144 bodyX 0.675
5.49147 bodyY 0.332292
5.49148 bodyX 0.670833
5.49148 bodyY 0.3375
5.49148 bodyX 0.66875
5.49148 bodyY 0.339583
5.49149 bodyX 0.665625
5.49149 bodyY 0.340625
5.52046 bodyX 0.663542
5.52047 bodyY 0.340625
5.52048 bodyX 0.6625
5.52048 bodyY 0.340625
5.55025 bodyX 0.659375
5.55026 bodyY 0.340625
5.55027 bodyX 0.657292
5.55027 bodyY 0.340625
5.57923 bodyX 0.654167
5.57925 bodyY 0.340625
5.57925 bodyX 0.651042
5.57925 bodyY 0.340625
5.57925 bodyX 0.65
5.57928 bodyY 0.340625
5.61011 bodyX 0.648958
5.61012 bodyY 0.340625
5.63761 bodyX 0.646875
5.63762 bodyY 0.340625
5.63763 bodyX 0.645833
5.63763 bodyY 0.340625
5.72396 bodyX 0.644792
5.72397 bodyY 0.341667
5.72397 bodyX 0.642708
5.72397 bodyY 0.346875
5.75228 bodyX 0.641667
5.7523 bodyY 0.351042
5.7523 bodyX 0.640625
5.7523 bodyY 0.354167
5.75231 bodyX 0.638542
5.75231 bodyY 0.359375
5.78089 bodyX 0.636458
5.7809 bodyY 0.364583
5.7809 bodyX 0.634375
5.7809 bodyY 0.369792
5.80921 bodyX 0.633333
5.80922 bodyY 0.375
5.83783 bodyX 0.63125
5.83784 bodyY 0.377083
5.98626 bodyX 0.630208
5.98628 bodyY 0.377083
6.13069 bodyX 0.629167
6.1307 bodyY 0.377083
6.1307 bodyX 0.630208
6.1307 bodyY 0.372917
6.1592 bodyX 0.633333
6.15921 bodyY 0.369792
6.15921 bodyX 0.6375
6.15921 bodyY 0.366667
6.15922 bodyX 0.641667
6.15922 bodyY 0.363542
6.18772 bodyX 0.645833
6.18773 bodyY 0.3625
6.18773 bodyX 0.646875
6.18773 bodyY 0.361458
6.30443 bodyWeight 0
6.4192 bodyX 0.653125
6.41921 bodyY 0.357292
6.44771 bodyX 0.660417
6.44773 bodyY 0.357292
6.44773 bodyX 0.671875
6.44773 bodyY 0.35625
6.44774 bodyX 0.69375
6.44774 bodyY 0.354167
6.44774 bodyX 0.715625
6.44774 bodyY 0.352083
6.47582 bodyX 0.734375
6.47586 bodyY 0.35
6.47587 bodyX 0.753125
6.47587 bodyY 0.35
6.47587 bodyX 0.772917
6.47587 bodyY 0.35
6.50391 bodyX 0.791667
6.50392 bodyY 0.35
6.50393 bodyX 0.810417
6.50396 bodyY 0.35
6.50397 bodyX 0.829167
6.50397 bodyY 0.352083
6.50397 bodyX 0.847917
6.50397 bodyY 0.35625
6.53223 bodyX 0.860417
6.53224 bodyY 0.3625
6.53225 bodyX 0.869792
6.53225 bodyY 0.36875
6.53228 bodyX 0.871875
6.53228 bodyY 0.373958
6.56124 bodyX 0.872917
6.56125 bodyY 0.380208
6.56125 bodyX 0.873958
6.56125 bodyY 0.388542
6.56126 bodyX 0.875
6.56126 bodyY 0.397917
6.56126 bodyX 0.873958
6.56126 bodyY 0.408333
6.59019 bodyX 0.870833
6.59023 bodyY 0.419792
6.59024 bodyX 0.865625
6.59024 bodyY 0.436458
6.59024 bodyX 0.859375
6.59024 bodyY 0.452083
6.61942 bodyX 0.854167
6.61944 bodyY 0.466667
6.61944 bodyX 0.847917
6.61944 bodyY 0.479167
6.61945 bodyX 0.846875
6.61948 bodyY 0.480208
6.61949 bodyWeight 2.5
6.74033 bodyX 0.851042
6.74034 bodyY 0.48125
6.74035 bodyX 0.855208
6.74035 bodyY 0.48125
6.74035 bodyX 0.863542
6.74035 bodyY 0.480208
6.74036 bodyX 0.873958
6.74036 bodyY 0.479167
6.77045 bodyX 0.8875
6.77047 bodyY 0.477083
6.77047 bodyX 0.90625
6.77047 bodyY 0.475
6.77048 bodyX 0.929167
6.77048 bodyY 0.471875
6.77048 bodyX 0.952083
6.77048 bodyY 0.470833
6.79918 bodyX 0.977083
6.79919 bodyY 0.470833
6.79919 bodyX 1.00104
6.79919 bodyY 0.470833
6.7992 bodyX 1.00625
6.7992 bodyY 0.470833
6.7992 bodyX 1.00729
6.7992 bodyY 0.470833
6.91458 bodyX 1.00312
6.9146 bodyY 0.470833
6.94354 bodyX 0.997917
6.94356 bodyY 0.470833
6.94356 bodyX 0.992708
6.94356 bodyY 0.470833
6.94356 bodyX 0.988542
6.94356 bodyY 0.470833
6.94357 bodyX 0.985417
6.94357 bodyY 0.470833
6.9721 bodyX 0.98125
6.97212 bodyY 0.469792
6.97212 bodyX 0.977083
6.97212 bodyY 0.469792
6.97213 bodyX 0.971875
6.97213 bodyY 0.46875
7.00119 bodyX 0.967708
7.0012 bodyY 0.46875
7.00121 bodyX 0.9625
7.00121 bodyY 0.46875
7.00125 bodyX 0.960417
7.00125 bodyY 0.46875
7.00125 bodyX 0.958333
7.00125 bodyY 0.46875
7.05969 bodyX 0.955208
7.0597 bodyY 0.46875
7.0597 bodyX 0.952083
7.0597 bodyY 0.46875
7.05971 bodyX 0.948958
7.05971 bodyY 0.46875
7.08771 bodyX 0.944792
7.08772 bodyY 0.46875
7.08772 bodyX 0.939583
7.08772 bodyY 0.466667
7.08772 bodyX 0.936458
7.08772 bodyY 0.465625
7.08773 bodyX 0.930208
7.08773 bodyY 0.464583
7.11578 bodyX 0.922917
7.11579 bodyY 0.463542
7.1158 bodyX 0.915625
7.1158 bodyY 0.461458
7.1158 bodyX 0.908333
7.1158 bodyY 0.460417
7.14589 bodyX 0.901042
7.1459 bodyY 0.458333
7.1459 bodyX 0.89375
7.14591 bodyY 0.45625
7.14591 bodyX 0.886458
7.14591 bodyY 0.455208
7.14592 bodyX 0.879167
7.14592 bodyY 0.454167
7.17609 bodyX 0.871875
7.17611 bodyY 0.453125
7.17611 bodyX 0.865625
7.17611 bodyY 0.452083
7.17611 bodyX 0.860417
7.17612 bodyY 0.451042
7.17612 bodyX 0.855208
7.17612 bodyY 0.451042
7.20548 bodyX 0.85
7.20549 bodyY 0.45
7.20553 bodyX 0.848958
7.20553 bodyY 0.448958
7.23408 bodyX 0.847917
7.23409 bodyY 0.447917
7.26405 bodyX 0.84375
7.26407 bodyY 0.446875
7.26407 bodyX 0.842708
7.26407 bodyY 0.446875
7.26408 bodyX 0.840625
7.26408 bodyY 0.446875
7.2931 bodyX 0.839583
7.29315 bodyY 0.446875
7.29316 bodyX 0.836458
7.29316 bodyY 0.44375
7.29316 bodyX 0.835417
7.29316 bodyY 0.44375
7.32089 bodyX 0.832292
7.32091 bodyY 0.442708
7.32091 bodyX 0.830208
7.32091 bodyY 0.440625
7.32091 bodyX 0.827083
7.32091 bodyY 0.439583
7.32092 bodyX 0.826042
7.32092 bodyY 0.439583
7.34916 bodyX 0.820833
7.34917 bodyY 0.4375
7.34918 bodyX 0.81875
7.34918 bodyY 0.436458
7.34918 bodyX 0.817708
7.34918 bodyY 0.436458
7.37783 bodyX 0.814583
7.37784 bodyY 0.435417
7.37784 bodyX 0.811458
7.37784 bodyY 0.434375
7.37785 bodyX 0.810417
7.37785 bodyY 0.434375
7.40515 bodyX 0.809375
7.40516 bodyY 0.434375
7.40516 bodyX 0.807292
7.40516 bodyY 0.434375
7.43242 bodyX 0.802083
7.43243 bodyY 0.434375
7.43243 bodyX 0.798958
7.43244 bodyY 0.434375
7.43244 bodyX 0.795833
7.43244 bodyY 0.434375
7.43245 bodyX 0.794792
7.43245 bodyY 0.434375
7.45961 bodyX 0.792708
7.45962 bodyY 0.434375
7.48747 bodyX 0.790625
7.48748 bodyY 0.434375
7.48748 bodyX 0.7875
7.48749 bodyY 0.434375
7.48749 bodyX 0.784375
7.48749 bodyY 0.434375
7.4875 bodyX 0.779167
7.4875 bodyY 0.434375
7.51735 bodyX 0.775
7.51737 bodyY 0.434375
7.51737 bodyX 0.769792
7.51737 bodyY 0.434375
7.51738 bodyX 0.765625
7.51738 bodyY 0.435417
7.5465 bodyX 0.761458
7.54651 bodyY 0.436458
7.54651 bodyX 0.758333
7.54651 bodyY 0.4375
7.54651 bodyX 0.75625
7.54652 bodyY 0.438542
7.54652 bodyX 0.753125
7.54652 bodyY 0.438542
7.57473 bodyX 0.748958
7.57474 bodyY 0.440625
7.57474 bodyX 0.74375
7.57474 bodyY 0.441667
7.57475 bodyX 0.739583
7.57475 bodyY 0.44375
7.57475 bodyX 0.736458
7.57475 bodyY 0.44375
7.60209 bodyX 0.733333
7.6021 bodyY 0.44375
7.60211 bodyX 0.728125
7.60211 bodyY 0.444792
7.60211 bodyX 0.721875
7.60211 bodyY 0.445833
7.62965 bodyX 0.714583
7.62966 bodyY 0.446875
7.6297 bodyX 0.707292
7.6297 bodyY 0.447917
7.6297 bodyX 0.701042
7.6297 bodyY 0.448958
7.65642 bodyX 0.698958
7.65643 bodyY 0.448958
7.65652 bodyX 0.697917
7.65653 bodyY 0.448958
7.65653 bodyX 0.695833
7.65655 bodyY 0.448958
7.65655 bodyX 0.694792
7.65655 bodyY 0.448958
7.68603 bodyX 0.69375
7.68605 bodyY 0.448958
7.68605 bodyX 0.689583
7.68605 bodyY 0.448958
7.68606 bodyX 0.686458
7.68606 bodyY 0.448958
7.71592 bodyX 0.683333
7.71594 bodyY 0.447917
7.71595 bodyX 0.680208
7.71595 bodyY 0.446875
7.71595 bodyX 0.679167
7.71595 bodyY 0.446875
7.71596 bodyX 0.676042
7.71596 bodyY 0.444792
7.74394 bodyX 0.673958
7.74395 bodyY 0.442708
7.74396 bodyX 0.670833
7.74396 bodyY 0.439583
7.74396 bodyX 0.66875
7.74396 bodyY 0.439583
7.85525 bodyX 0.667708
7.85526 bodyY 0.438542
7.88339 bodyWeight 0
7.96917 bodyX 0.666667
7.96918 bodyY 0.438542
7.96918 bodyX 0.663542
7.96918 bodyY 0.438542
7.96919 bodyX 0.659375
7.96919 bodyY 0.438542
7.99863 bodyX 0.655208
7.99864 bodyY 0.438542
7.99865 bodyX 0.652083
7.99865 bodyY 0.438542
7.99865 bodyX 0.645833
7.99865 bodyY 0.438542
7.99866 bodyX 0.639583
7.99866 bodyY 0.438542
8.02977 bodyX 0.63125
8.02978 bodyY 0.438542
8.02979 bodyX 0.622917
8.02979 bodyY 0.438542
8.02979 bodyX 0.613542
8.02979 bodyY 0.438542
8.06072 bodyX 0.604167
8.06073 bodyY 0.439583
8.06073 bodyX 0.59375
8.06074 bodyY 0.440625
8.06074 bodyX 0.584375
8.06077 bodyY 0.441667
8.06078 bodyX 0.573958
8.06078 bodyY 0.442708
8.08829 bodyX 0.564583
8.08834 bodyY 0.44375
8.08834 bodyX 0.554167
8.08834 bodyY 0.445833
8.08835 bodyX 0.54375
8.08835 bodyY 0.446875
8.08835 bodyX 0.532292
8.08835 bodyY 0.447917
8.11575 bodyX 0.515625
8.11576 bodyY 0.448958
8.11577 bodyX 0.5
8.11577 bodyY 0.451042
8.11577 bodyX 0.486458
8.11578 bodyY 0.451042
8.14363 bodyX 0.475
8.14364 bodyY 0.451042
8.14365 bodyX 0.473958
8.14365 bodyY 0.451042
8.17159 bodyX 0.470833
8.1716 bodyY 0.451042
8.1716 bodyX 0.46875
8.1716 bodyY 0.451042
8.17161 bodyX 0.465625
8.17161 bodyY 0.452083
8.19935 bodyX 0.461458
8.19936 bodyY 0.453125
8.1994 bodyX 0.457292
8.1994 bodyY 0.454167
8.1994 bodyX 0.452083
8.19941 bodyY 0.455208
8.19941 bodyX 0.446875
8.19941 bodyY 0.457292
8.25842 bodyWeight 2.5
8.34453 bodyX 0.44375
8.34455 bodyY 0.458333
8.37316 bodyX 0.438542
8.37317 bodyY 0.459375
8.37318 bodyX 0.434375
8.37318 bodyY 0.459375
8.37322 bodyX 0.429167
8.37322 bodyY 0.461458
8.40259 bodyX 0.425
8.40261 bodyY 0.4625
8.40261 bodyX 0.419792
8.40261 bodyY 0.464583
8.40261 bodyX 0.4125
8.40262 bodyY 0.466667
8.40262 bodyX 0.405208
8.40262 bodyY 0.46875
8.43131 bodyX 0.397917
8.43132 bodyY 0.471875
8.43133 bodyX 0.389583
8.43133 bodyY 0.473958
8.43133 bodyX 0.38125
8.43133 bodyY 0.476042
8.43134 bodyX 0.371875
8.43134 bodyY 0.479167
8.46231 bodyX 0.3625
8.46233 bodyY 0.482292
8.46233 bodyX 0.353125
8.46233 bodyY 0.484375
8.46237 bodyX 0.34375
8.46237 bodyY 0.486458
8.49391 bodyX 0.335417
8.49393 bodyY 0.488542
8.49393 bodyX 0.329167
8.49393 bodyY 0.490625
8.49394 bodyX 0.322917
8.49394 bodyY 0.492708
8.49394 bodyX 0.320833
8.49394 bodyY 0.492708
8.52613 bodyX 0.319792
8.52618 bodyY 0.492708
8.52618 bodyX 0.316667
8.52618 bodyY 0.492708
8.52618 bodyX 0.315625
8.52619 bodyY 0.492708
8.52619 bodyX 0.313542
8.52619 bodyY 0.492708
8.55492 bodyX 0.3125
8.55493 bodyY 0.492708
8.55494 bodyX 0.308333
8.55494 bodyY 0.494792
8.55494 bodyX 0.305208
8.55494 bodyY 0.495833
8.55495 bodyX 0.301042
8.55495 bodyY 0.495833
8.58364 bodyX 0.295833
8.58365 bodyY 0.496875
8.58365 bodyX 0.291667
8.58365 bodyY 0.496875
8.58366 bodyX 0.290625
8.58366 bodyY 0.496875
8.58369 bodyX 0.289583
8.58369 bodyY 0.496875
8.61145 bodyX 0.2875
8.61147 bodyY 0.496875
8.64179 bodyX 0.282292
8.6418 bodyY 0.496875
8.64181 bodyX 0.280208
8.64181 bodyY 0.501042
8.64181 bodyX 0.277083
8.64181 bodyY 0.501042
8.64182 bodyX 0.276042
8.64182 bodyY 0.501042
8.66998 bodyX 0.275
8.67 bodyY 0.502083
9.01161 bodyX 0.272917
9.01162 bodyY 0.502083
9.04001 bodyX 0.271875
9.04002 bodyY 0.502083
9.04003 bodyX 0.270833
9.04003 bodyY 0.502083
9.04003 bodyX 0.269792
9.04003 bodyY 0.502083
9.06819 bodyX 0.26875
9.0682 bodyY 0.502083
9.32211 bodyX 0.265625
9.32212 bodyY 0.504167
9.32213 bodyX 0.264583
9.32213 bodyY 0.505208
9.32213 bodyX 0.2625
9.32213 bodyY 0.50625
9.32213 bodyX 0.261458
9.32213 bodyY 0.50625
9.43551 bodyX 0.259375
9.43552 bodyY 0.509375
9.43552 bodyX 0.258333
9.43553 bodyY 0.510417
9.64256 bodyX 0.25625
9.64258 bodyY 0.513542
9.67062 bodyX 0.255208
9.67063 bodyY 0.514583
9.67063 bodyX 0.254167
9.67063 bodyY 0.516667
9.67064 bodyX 0.253125
9.67064 bodyY 0.520833
9.67064 bodyX 0.251042
9.67064 bodyY 0.522917
9.6995 bodyX 0.251042
9.69951 bodyY 0.523958
9.69955 bodyX 0.25
9.69955 bodyY 0.525
9.69956 bodyX 0.25
9.69956 bodyY 0.526042
9.72778 bodyX 0.248958
9.72779 bodyY 0.527083
9.72779 bodyX 0.248958
9.7278 bodyY 0.530208
9.75553 bodyX 0.248958
9.75555 bodyY 0.532292
9.75555 bodyX 0.247917
9.75555 bodyY 0.533333
9.81571 bodyX 0.247917
9.81572 bodyY 0.536458
9.85058 bodyX 0.247917
9.8506 bodyY 0.5375
9.8506 bodyX 0.246875
9.8506 bodyY 0.539583
9.85063 bodyX 0.245833
9.85063 bodyY 0.540625
10.0756 bodyX 0.245833
10.0756 bodyY 0.541667
10.0756 bodyX 0.246875
10.0756 bodyY 0.542708
10.1899 bodyX 0.248958
10.1899 bodyY 0.544792
10.1899 bodyX 0.25
10.1899 bodyY 0.545833
10.2749 bodyX 0.247917
10.2749 bodyY 0.547917
10.275 bodyX 0.246875
10.275 bodyY 0.548958
10.3028 bodyX 0.244792
10.3029 bodyY 0.552083
10.3029 bodyX 0.24375
10.3029 bodyY 0.553125
10.3307 bodyX 0.238542
10.3307 bodyY 0.555208
10.3307 bodyX 0.2375
10.3307 bodyY 0.55625
10.3307 bodyX 0.234375
10.3307 bodyY 0.557292
10.3307 bodyX 0.233333
10.3307 bodyY 0.559375
10.3585 bodyX 0.232292
10.3585 bodyY 0.559375
10.3585 bodyX 0.23125
10.3585 bodyY 0.560417
10.5602 bodyX 0.232292
10.5603 bodyY 0.5625
10.5603 bodyX 0.232292
10.5603 bodyY 0.563542
10.5603 bodyX 0.233333
10.5603 bodyY 0.564583
10.5884 bodyX 0.235417
10.5884 bodyY 0.565625
10.5884 bodyX 0.236458
10.5884 bodyY 0.565625
10.5884 bodyX 0.238542
10.5884 bodyY 0.566667
10.5884 bodyX 0.239583
10.5884 bodyY 0.566667
10.66 bodyX 1.333333
10.66 bodyY 0
10.66 bodyWeight 5
11.3 bodyWeight 0
16.37 bodyX 1.333333
16.37 bodyY 0.375
17.67 bodyWeight 6
18.17 bodyWeight 0
18.17 bodyDamping 0.6
18.7182 bodyX 1.33333
18.7182 bodyY 0.375
18.7183 bodyX 1.32917
18.7183 bodyY 0.371875
18.7483 bodyX 1.32604
18.7483 bodyY 0.370833
18.7484 bodyX 1.31146
18.7484 bodyY 0.36875
18.7484 bodyX 1.27396
18.7484 bodyY 0.367708
18.7484 bodyX 1.2125
18.7484 bodyY 0.365625
18.778 bodyX 1.14062
18.778 bodyY 0.363542
18.778 bodyX 1.0625
18.778 bodyY 0.363542
18.778 bodyX 0.984375
18.778 bodyY 0.363542
18.778 bodyX 0.90625
18.778 bodyY 0.363542
18.807 bodyX 0.836458
18.807 bodyY 0.360417
18.807 bodyX 0.772917
18.807 bodyY 0.353125
18.807 bodyX 0.713542
18.807 bodyY 0.34375
18.807 bodyX 0.65625
18.807 bodyY 0.332292
18.8374 bodyX 0.601042
18.8374 bodyY 0.320833
18.8374 bodyX 0.552083
18.8374 bodyY 0.309375
18.8375 bodyX 0.515625
18.8375 bodyY 0.3
18.8989 bodyX 0.511458
18.8989 bodyY 0.294792
18.8989 bodyX 0.510417
18.8989 bodyY 0.29375
18.9555 bodyWeight 2.5
19.0155 bodyX 0.509375
19.0155 bodyY 0.291667
19.0442 bodyX 0.509375
19.0442 bodyY 0.290625
19.0729 bodyX 0.504167
19.0729 bodyY 0.289583
19.0729 bodyX 0.501042
19.0729 bodyY 0.289583
19.1038 bodyX 0.496875
19.1038 bodyY 0.289583
19.1038 bodyX 0.492708
19.1038 bodyY 0.289583
19.1038 bodyX 0.490625
19.1038 bodyY 0.289583
19.1329 bodyX 0.489583
19.133 bodyY 0.289583
19.133 bodyX 0.488542
19.133 bodyY 0.289583
19.133 bodyX 0.4875
19.133 bodyY 0.289583
19.17 bodyDamping 0.8
19.2829 bodyX 0.486458
